seed,turn,budget,v_index,v_dp,v_lp,rel_gap,idx_over_lp
1,39,2500,3.733164,3.733164,3.760087,-0.0,0.99284
1,39,4000,3.874169,3.874169,3.896409,-0.0,0.994292
2,0,600,0.273962,0.273962,0.273962,0.0,1.0
2,0,1200,0.273962,0.273962,0.273962,0.0,1.0
2,0,1600,0.273962,0.273962,0.273962,0.0,1.0
2,0,2500,0.273962,0.273962,0.273962,0.0,1.0
2,0,4000,0.273962,0.273962,0.273962,0.0,1.0
2,1,600,0.477142,0.477142,0.478721,0.0,0.996702
2,1,1200,0.525887,0.525887,0.525887,0.0,1.0
2,1,1600,0.525887,0.525887,0.525887,0.0,1.0
2,1,2500,0.525887,0.525887,0.525887,0.0,1.0
2,1,4000,0.525887,0.525887,0.525887,0.0,1.0
2,2,600,0.585554,0.585554,0.635865,0.0,0.920879
2,2,1200,0.68704,0.68704,0.69413,0.0,0.989786
2,2,1600,0.68704,0.68704,0.730488,0.0,0.940521
2,2,2500,0.731943,0.731943,0.731943,0.0,1.0
2,2,4000,0.731943,0.731943,0.731943,0.0,1.0
2,3,600,0.789812,0.789812,0.835697,0.0,0.945094
2,3,1200,0.893044,0.893044,0.895916,0.0,0.996794
2,3,1600,0.893044,0.893044,0.93421,0.0,0.955935
2,3,2500,0.987265,0.987265,0.987265,0.0,1.0
2,3,4000,0.987265,0.987265,0.987265,0.0,1.0
2,4,600,0.927552,0.927552,0.966556,0.0,0.959647
2,4,1200,0.979628,0.979628,1.026621,0.0,0.954225
2,4,1600,1.028398,1.028398,1.064836,0.0,0.965781
2,4,2500,1.119756,1.119756,1.143695,-0.0,0.979068
2,4,4000,1.159441,1.159441,1.159441,-0.0,1.0
2,5,600,1.099999,1.099999,1.133114,0.0,0.970775
2,5,1200,1.150489,1.150489,1.194417,0.0,0.963223
2,5,1600,1.200853,1.200853,1.232895,-0.0,0.97401
2,5,2500,1.292253,1.292253,1.313714,0.0,0.983664
2,5,4000,1.374999,1.374999,1.374999,-0.0,1.0
2,6,600,1.249449,1.249449,1.278965,0.0,0.976922
2,6,1200,1.301792,1.301792,1.341272,0.0,0.970565
2,6,1600,1.352449,1.352449,1.380306,-0.0,0.979818
2,6,2500,1.444188,1.444188,1.461632,-0.0,0.988066
2,6,4000,1.561811,1.561811,1.561811,-0.0,1.0
2,7,600,1.359673,1.359673,1.38415,-0.0,0.982316
2,7,1200,1.411687,1.411687,1.44438,-0.0,0.977365
2,7,1600,1.459232,1.459232,1.481459,-0.0,0.984996
2,7,2500,1.545822,1.545822,1.55922,-0.0,0.991407
2,7,4000,1.665028,1.665028,1.677692,-0.0,0.992451
2,8,600,1.510057,1.510057,1.529864,0.0,0.987053
2,8,1200,1.562487,1.562487,1.59044,0.0,0.982425
2,8,1600,1.609681,1.609681,1.628649,0.0,0.988353
2,8,2500,1.698718,1.698718,1.707983,0.0,0.994576
2,8,4000,1.818623,1.818623,1.828073,-0.0,0.994831
2,9,600,1.669035,1.669035,1.683942,0.0,0.991147
2,9,1200,1.721263,1.721263,1.747088,0.0,0.985218
2,9,1600,1.773017,1.773017,1.786751,0.0,0.992313
2,9,2500,1.860386,1.860386,1.865997,-0.0,0.996993
2,9,4000,1.984145,1.984145,1.990562,-0.0,0.996776
2,10,600,1.750952,1.750952,1.761297,-0.0,0.994126
2,10,1200,1.8062,1.8062,1.824892,-0.0,0.989757
2,10,1600,1.854391,1.854391,1.863658,0.0,0.995028
2,10,2500,1.94363,1.94363,1.944458,-0.0,0.999574
2,10,4000,2.057299,2.057299,2.059438,0.0,0.998961
2,11,600,1.889505,1.889505,1.894763,0.0,0.997225
2,11,1200,1.946001,1.946001,1.96049,0.0,0.99261
2,11,1600,1.997223,1.997223,2.000915,0.0,0.998155
2,11,2500,2.042914,2.050857,2.08304,0.003873,0.980737
2,11,4000,2.167765,2.187885,2.201638,0.009196,0.984614
2,12,600,1.976651,1.976651,1.976651,0.0,1.0
2,12,1200,2.027863,2.027863,2.037013,0.0,0.995508
2,12,1600,2.074032,2.075215,2.074743,0.00057,0.999657
2,12,2500,2.121384,2.122409,2.158859,0.000483,0.982641
2,12,4000,2.249367,2.249367,2.278917,0.0,0.987033
2,13,600,2.096718,2.15079,2.106122,0.025141,0.995535
2,13,1200,2.250808,2.250808,2.25637,-0.0,0.997535
2,13,1600,2.250808,2.275337,2.296096,0.01078,0.980276
2,13,2500,2.34907,2.34907,2.382289,-0.0,0.986056
2,13,4000,2.482145,2.482145,2.509205,-0.0,0.989216
2,14,600,1.998931,2.048941,2.016325,0.024408,0.991373
2,14,1200,2.233837,2.233837,2.235366,0.0,0.999316
2,14,1600,2.233837,2.233837,2.276131,0.0,0.981419
2,14,2500,2.331493,2.331493,2.358769,0.0,0.988436
2,14,4000,2.457902,2.457902,2.481256,0.0,0.990588
2,15,600,2.026952,2.127663,2.053875,0.047335,0.986891
2,15,1200,2.307143,2.360034,2.357183,0.022411,0.978771
2,15,1600,2.360034,2.360034,2.397111,0.0,0.984532
2,15,2500,2.459387,2.459387,2.48199,-0.0,0.990893
2,15,4000,2.58502,2.58502,2.604314,0.0,0.992592
2,16,600,1.99538,2.1023,2.034842,0.050859,0.980607
2,16,1200,2.359629,2.359629,2.402756,0.0,0.982051
2,16,1600,2.409629,2.409629,2.441719,0.0,0.986857
2,16,2500,2.506074,2.506074,2.527466,0.0,0.991536
2,16,4000,2.635034,2.635034,2.65205,0.0,0.993584
2,17,600,2.012824,2.129489,2.068805,0.054785,0.97294
2,17,1200,2.478536,2.478536,2.518562,-0.0,0.984108
2,17,1600,2.529794,2.529794,2.557057,-0.0,0.989338
2,17,2500,2.624062,2.624153,2.641632,3.5e-05,0.993349
2,17,4000,2.75674,2.75674,2.770232,0.0,0.99513
2,18,600,2.106852,2.225813,2.114637,0.053446,0.996319
2,18,1200,2.621619,2.621619,2.658034,0.0,0.9863
2,18,1600,2.673849,2.673849,2.697913,0.0,0.99108
2,18,2500,2.771246,2.771287,2.785195,1.5e-05,0.994991
2,18,4000,2.908042,2.908042,2.919219,0.0,0.996171
2,19,600,2.082385,2.226779,2.108331,0.064844,0.987694
2,19,1200,2.699805,2.699805,2.731502,0.0,0.988396
2,19,1600,2.751403,2.751403,2.771437,0.0,0.992771
2,19,2500,2.846846,2.846846,2.856227,0.0,0.996716
2,19,4000,2.9799,2.9799,2.98794,0.0,0.997309
2,20,600,1.959097,2.122109,1.991275,0.076816,0.983841
2,20,1200,2.666826,2.666826,2.696222,0.0,0.989097
2,20,1600,2.722206,2.722206,2.737593,0.0,0.994379
2,20,2500,2.813945,2.813945,2.819029,0.0,0.998197
2,20,4000,2.937957,2.937957,2.941978,0.0,0.998633
2,21,600,1.87454,2.084995,1.906721,0.100938,0.983122
2,21,1200,2.684931,2.684931,2.707996,0.0,0.991483
2,21,1600,2.736494,2.736494,2.747941,0.0,0.995834
2,21,2500,2.828233,2.828233,2.829573,0.0,0.999526
2,21,4000,2.948633,2.948633,2.949371,0.0,0.99975
2,22,600,1.899282,2.085587,1.913032,0.08933,0.992813
2,22,1200,2.804082,2.804082,2.822973,-0.0,0.993308
2,22,1600,2.855724,2.855724,2.863759,-0.0,0.997194
2,22,2500,2.905724,2.95357,2.951097,0.0162,0.984625
2,22,4000,3.036347,3.076032,3.073423,0.012901,0.987936
2,23,600,1.859152,2.0639,1.874034,0.099204,0.992059
2,23,1200,2.88305,2.88305,2.898199,-0.0,0.994773
2,23,1600,2.936713,2.936713,2.940365,-0.0,0.998758
2,23,2500,2.983907,3.004751,3.023781,0.006937,0.986813
2,23,4000,3.11419,3.11419,3.147728,-0.0,0.989345
2,24,600,1.779628,2.011799,1.818187,0.115404,0.978792
2,24,1200,2.920593,2.920593,2.93104,-0.0,0.996436
2,24,1600,2.954351,2.972621,2.972414,0.006146,0.993923
2,24,2500,3.023477,3.023477,3.058388,-0.0,0.988585
2,24,4000,3.152523,3.152523,3.181193,-0.0,0.990988
2,25,600,1.798304,2.044865,1.843482,0.120576,0.975493
2,25,1200,3.068695,3.068695,3.074904,-0.0,0.997981
2,25,1600,3.068695,3.120744,3.116294,0.016678,0.984726
2,25,2500,3.171027,3.171027,3.204241,-0.0,0.989634
2,25,4000,3.310602,3.310602,3.338478,-0.0,0.99165
2,26,600,1.704736,1.892462,1.704736,0.099197,1.0
2,26,1200,2.956406,2.956406,2.958474,-0.0,0.999301
2,26,1600,2.956406,2.966593,3.00201,0.003434,0.984809
2,26,2500,3.058455,3.058455,3.086276,-0.0,0.990985
2,26,4000,3.187538,3.187538,3.21046,0.0,0.99286
2,27,600,1.651539,1.868137,1.677126,0.115943,0.984744
2,27,1200,3.039632,3.061899,3.040601,0.007272,0.999682
2,27,1600,3.061899,3.061899,3.099721,-0.0,0.987798
2,27,2500,3.162329,3.162329,3.186417,-0.0,0.99244
2,27,4000,3.292781,3.292781,3.312999,-0.0,0.993897
2,28,600,1.592314,1.840214,1.636558,0.134712,0.972965
2,28,1200,3.066448,3.111498,3.071486,0.014479,0.99836
2,28,1600,3.130249,3.130249,3.166275,-0.0,0.988622
2,28,2500,3.232355,3.232355,3.254072,-0.0,0.993326
2,28,4000,3.362918,3.362918,3.380512,-0.0,0.994795
2,29,600,1.511442,1.748407,1.548126,0.135532,0.976304
2,29,1200,3.04916,3.092567,3.058671,0.014036,0.996891
2,29,1600,3.152797,3.152797,3.182121,-0.0,0.990785
2,29,2500,3.250352,3.250352,3.267665,-0.0,0.994702
2,29,4000,3.380268,3.380268,3.394386,-0.0,0.995841
2,30,600,1.561985,1.775114,1.566658,0.120065,0.997018
2,30,1200,3.1701,3.247026,3.186352,0.023691,0.9949
2,30,1600,3.331377,3.331377,3.358766,0.0,0.991846
2,30,2500,3.435069,3.435069,3.449093,-0.0,0.995934
2,30,4000,3.5703,3.5703,3.581296,-0.0,0.99693
2,31,600,1.423068,1.628537,1.427399,0.126168,0.996966
2,31,1200,3.018842,3.09247,3.038058,0.023809,0.993675
2,31,1600,3.209269,3.209269,3.23058,0.0,0.993403
2,31,2500,3.310073,3.310073,3.319371,-0.0,0.997199
2,31,4000,3.437273,3.437273,3.444941,-0.0,0.997774
2,32,600,1.368504,1.601654,1.39505,0.145569,0.980971
2,32,1200,3.121832,3.18446,3.123131,0.019667,0.999584
2,32,1600,3.365793,3.365793,3.38276,0.0,0.994984
2,32,2500,3.465994,3.465994,3.471999,0.0,0.998271
2,32,4000,3.596122,3.596293,3.600765,4.8e-05,0.99871
2,33,600,1.369675,1.573479,1.37439,0.129524,0.99657
2,33,1200,3.173308,3.264395,3.18059,0.027903,0.99771
2,33,1600,3.470919,3.470919,3.485376,0.0,0.995852
2,33,2500,3.575894,3.575894,3.577958,0.0,0.999423
2,33,4000,3.707505,3.707505,3.708452,0.0,0.999745
2,34,600,1.31905,1.511069,1.324045,0.127075,0.996228
2,34,1200,3.15969,3.263526,3.170002,0.031817,0.996747
2,34,1600,3.511977,3.511977,3.521349,0.0,0.997338
2,34,2500,3.565655,3.618904,3.616994,0.014714,0.985806
2,34,4000,3.70958,3.751625,3.749368,0.011207,0.989388
2,35,600,1.196542,1.415047,1.225921,0.154415,0.976035
2,35,1200,3.020131,3.127733,3.030025,0.034403,0.996735
2,35,1600,3.360705,3.360705,3.365401,0.0,0.998605
2,35,2500,3.41215,3.462514,3.456495,0.014546,0.987171
2,35,4000,3.554179,3.581649,3.588499,0.00767,0.990436
2,36,600,1.20137,1.399221,1.20137,0.141401,1.0
2,36,1200,3.1268,3.258024,3.13923,0.040277,0.99604
2,36,1600,3.560122,3.560122,3.560619,-0.0,0.99986
2,36,2500,3.610122,3.629011,3.650068,0.005205,0.989056
2,36,4000,3.754452,3.766418,3.788102,0.003177,0.991117
2,37,600,1.102942,1.294096,1.108635,0.147712,0.994866
2,37,1200,2.935786,3.054352,2.937405,0.038819,0.999449
2,37,1600,3.344064,3.36802,3.349153,0.007113,0.99848
2,37,2500,3.421269,3.421269,3.454952,-0.0,0.990251
2,37,4000,3.556691,3.556691,3.586005,-0.0,0.991825
2,38,600,1.068073,1.25511,1.068073,0.14902,1.0
2,38,1200,3.009491,3.138967,3.009491,0.041248,1.0
2,38,1600,3.465064,3.506518,3.474055,0.011822,0.997412
2,38,2500,3.570419,3.570419,3.602229,0.0,0.991169
2,38,4000,3.709051,3.709051,3.734997,0.0,0.993053
2,39,600,0.96989,1.16134,0.96989,0.164852,1.0
2,39,1200,2.937119,3.057843,2.937119,0.03948,1.0
2,39,1600,3.401766,3.443158,3.412051,0.012021,0.996986
2,39,2500,3.528307,3.528307,3.554964,-0.0,0.992501
2,39,4000,3.665745,3.665745,3.687498,-0.0,0.994101
3,0,600,0.265857,0.265857,0.265857,0.0,1.0
3,0,1200,0.265857,0.265857,0.265857,0.0,1.0
3,0,1600,0.265857,0.265857,0.265857,0.0,1.0
3,0,2500,0.265857,0.265857,0.265857,0.0,1.0
3,0,4000,0.265857,0.265857,0.265857,0.0,1.0
3,1,600,0.470841,0.470841,0.472245,0.0,0.997026
3,1,1200,0.520403,0.520403,0.520403,0.0,1.0
3,1,1600,0.520403,0.520403,0.520403,0.0,1.0
3,1,2500,0.520403,0.520403,0.520403,0.0,1.0
3,1,4000,0.520403,0.520403,0.520403,0.0,1.0
3,2,600,0.576485,0.576485,0.625658,0.0,0.921405
3,2,1200,0.676061,0.676061,0.682824,0.0,0.990096
3,2,1600,0.676061,0.676061,0.718893,0.0,0.94042
3,2,2500,0.720606,0.720606,0.720606,0.0,1.0
3,2,4000,0.720606,0.720606,0.720606,0.0,1.0
3,3,600,0.780681,0.780681,0.829156,-0.0,0.941537
3,3,1200,0.885964,0.885964,0.888869,-0.0,0.996731
3,3,1600,0.885964,0.885964,0.927608,-0.0,0.955106
3,3,2500,0.975851,0.975851,0.975851,-0.0,1.0
3,3,4000,0.975851,0.975851,0.975851,-0.0,1.0
3,4,600,0.904572,0.904572,0.944205,0.0,0.958025
3,4,1200,0.955794,1.003717,1.003231,0.047745,0.952717
3,4,1600,1.003717,1.003717,1.038769,0.0,0.966256
3,4,2500,1.09103,1.09103,1.114729,0.0,0.978741
3,4,4000,1.130715,1.130715,1.130715,0.0,1.0
3,5,600,1.097301,1.097301,1.134543,-0.0,0.967175
3,5,1200,1.151782,1.151782,1.195946,-0.0,0.963072
3,5,1600,1.20082,1.20082,1.234284,-0.0,0.972887
3,5,2500,1.291249,1.291249,1.311951,0.0,0.984221
3,5,4000,1.371626,1.371626,1.371626,-0.0,1.0
3,6,600,1.266301,1.266301,1.29835,0.0,0.975316
3,6,1200,1.320707,1.320707,1.363294,0.0,0.968761
3,6,1600,1.373593,1.373593,1.403038,0.0,0.979013
3,6,2500,1.465889,1.465889,1.483709,0.0,0.98799
3,6,4000,1.582876,1.582876,1.582876,0.0,1.0
3,7,600,1.347034,1.347034,1.372891,0.0,0.981167
3,7,1200,1.399063,1.399063,1.432691,0.0,0.976528
3,7,1600,1.446257,1.446257,1.469949,0.0,0.983883
3,7,2500,1.534006,1.534006,1.548616,0.0,0.990566
3,7,4000,1.650422,1.650422,1.662379,-0.0,0.992807
3,8,600,1.497284,1.497284,1.518077,0.0,0.986303
3,8,1200,1.5489,1.5489,1.578097,0.0,0.981499
3,8,1600,1.596094,1.596094,1.616278,0.0,0.987512
3,8,2500,1.688509,1.688509,1.698621,-0.0,0.994046
3,8,4000,1.805923,1.805923,1.814988,-0.0,0.995005
3,9,600,1.624369,1.624369,1.640582,0.0,0.990117
3,9,1200,1.676611,1.676611,1.701874,0.0,0.985156
3,9,1600,1.724611,1.724611,1.73961,0.0,0.991378
3,9,2500,1.811993,1.811993,1.818724,0.0,0.996299
3,9,4000,1.931367,1.931367,1.937984,0.0,0.996586
3,10,600,1.756253,1.756253,1.768054,0.0,0.993326
3,10,1200,1.812251,1.812251,1.832748,0.0,0.988816
3,10,1600,1.862131,1.862131,1.872565,0.0,0.994428
3,10,2500,1.951369,1.951369,1.953273,0.0,0.999026
3,10,4000,2.06748,2.06748,2.070387,0.0,0.998596
3,11,600,1.865413,1.865413,1.871939,-0.0,0.996514
3,11,1200,1.921164,1.921164,1.936927,-0.0,0.991862
3,11,1600,1.972316,1.972316,1.977015,-0.0,0.997623
3,11,2500,2.016861,2.049015,2.057392,0.015692,0.9803
3,11,4000,2.138816,2.176593,2.175444,0.017356,0.983163
3,12,600,1.991136,1.991136,1.992372,0.0,0.99938
3,12,1200,2.042712,2.042712,2.053726,0.0,0.994637
3,12,1600,2.09272,2.09272,2.093378,0.0,0.999686
3,12,2500,2.140024,2.140024,2.174479,0.0,0.984155
3,12,4000,2.263666,2.263666,2.295033,0.0,0.986332
3,13,600,2.041335,2.137653,2.075751,0.045058,0.98342
3,13,1200,2.192491,2.192491,2.199236,0.0,0.996933
3,13,1600,2.192491,2.233196,2.239507,0.018227,0.979006
3,13,2500,2.292391,2.292391,2.326118,0.0,0.985501
3,13,4000,2.419645,2.419645,2.447529,0.0,0.988607
3,14,600,2.071711,2.183587,2.120737,0.051235,0.976883
3,14,1200,2.328293,2.328293,2.330819,-0.0,0.998917
3,14,1600,2.328293,2.328293,2.371221,-0.0,0.981896
3,14,2500,2.426462,2.426462,2.455397,-0.0,0.988216
3,14,4000,2.556928,2.556928,2.582588,-0.0,0.990064
3,15,600,2.025394,2.082708,2.029973,0.027519,0.997745
3,15,1200,2.250289,2.301511,2.299784,0.022256,0.978479
3,15,1600,2.301511,2.301511,2.340237,-0.0,0.983452
3,15,2500,2.396916,2.396916,2.420162,0.0,0.990395
3,15,4000,2.521652,2.521652,2.540944,0.0,0.992408
3,16,600,2.047929,2.138723,2.050155,0.042452,0.998914
3,16,1200,2.356422,2.368175,2.400657,0.004963,0.981574
3,16,1600,2.406422,2.406422,2.439276,0.0,0.986531
3,16,2500,2.503049,2.503049,2.524211,0.0,0.991616
3,16,4000,2.632523,2.632523,2.650345,0.0,0.993275
3,17,600,2.060092,2.164322,2.072075,0.048158,0.994217
3,17,1200,2.454363,2.454363,2.496448,-0.0,0.983142
3,17,1600,2.506786,2.506786,2.536268,-0.0,0.988376
3,17,2500,2.603898,2.603898,2.620796,-0.0,0.993552
3,17,4000,2.732276,2.732276,2.747085,-0.0,0.994609
3,18,600,2.06753,2.197373,2.097948,0.05909,0.985501
3,18,1200,2.5689,2.5689,2.606046,0.0,0.985746
3,18,1600,2.620515,2.620515,2.646538,0.0,0.990167
3,18,2500,2.717133,2.717133,2.73098,0.0,0.99493
3,18,4000,2.845632,2.845632,2.857198,0.0,0.995952
3,19,600,2.042929,2.205374,2.085591,0.073659,0.979544
3,19,1200,2.673537,2.673537,2.705347,0.0,0.988242
3,19,1600,2.723537,2.723537,2.744418,0.0,0.992392
3,19,2500,2.816846,2.816846,2.826207,0.0,0.996687
3,19,4000,2.941522,2.941522,2.949708,0.0,0.997225
3,20,600,2.00856,2.165567,2.024782,0.072502,0.991988
3,20,1200,2.663662,2.663662,2.692492,-0.0,0.989293
3,20,1600,2.715741,2.715741,2.732871,-0.0,0.993732
3,20,2500,2.81278,2.81278,2.819009,-0.0,0.99779
3,20,4000,2.936803,2.936803,2.941484,-0.0,0.998408
3,21,600,1.975446,2.158161,1.99345,0.084662,0.990968
3,21,1200,2.754995,2.754995,2.779717,0.0,0.991106
3,21,1600,2.807568,2.807568,2.820841,0.0,0.995295
3,21,2500,2.902113,2.902113,2.904676,0.0,0.999118
3,21,4000,3.02821,3.02821,3.029756,0.0,0.99949
3,22,600,1.922141,2.138895,1.961558,0.10134,0.979905
3,22,1200,2.85321,2.85321,2.872555,-0.0,0.993265
3,22,1600,2.90321,2.90321,2.91214,-0.0,0.996934
3,22,2500,2.952667,2.999861,2.998542,0.015732,0.984701
3,22,4000,3.08482,3.125523,3.12374,0.013023,0.987541
3,23,600,1.824675,2.043923,1.867116,0.107268,0.977269
3,23,1200,2.893041,2.893041,2.908289,0.0,0.994757
3,23,1600,2.943041,2.943041,2.947629,0.0,0.998443
3,23,2500,2.990235,3.014582,3.029801,0.008077,0.986941
3,23,4000,3.11651,3.125832,3.149367,0.002982,0.989567
3,24,600,1.780207,1.981031,1.79941,0.101373,0.989328
3,24,1200,2.860751,2.860751,2.872045,-0.0,0.996068
3,24,1600,2.911472,2.911472,2.912313,-0.0,0.999711
3,24,2500,2.958665,2.958665,2.994372,-0.0,0.988075
3,24,4000,3.08494,3.08494,3.115961,-0.0,0.990045
3,25,600,1.74959,1.948674,1.768881,0.102164,0.989094
3,25,1200,2.957555,2.957555,2.964541,0.0,0.997643
3,25,1600,2.957555,3.007555,3.004461,0.016625,0.984388
3,25,2500,3.05715,3.05715,3.089434,0.0,0.98955
3,25,4000,3.183425,3.183425,3.211351,0.0,0.991304
3,26,600,1.70427,1.938403,1.746203,0.120786,0.975986
3,26,1200,3.038056,3.038056,3.04116,-0.0,0.998979
3,26,1600,3.038056,3.072422,3.085507,0.011185,0.984621
3,26,2500,3.140904,3.140904,3.171238,-0.0,0.990435
3,26,4000,3.270631,3.270631,3.295276,-0.0,0.992521
3,27,600,1.619111,1.852389,1.657811,0.125934,0.976656
3,27,1200,2.975888,2.994283,2.983886,0.006143,0.99732
3,27,1600,2.994283,2.994283,3.034375,0.0,0.986787
3,27,2500,3.097503,3.097503,3.122487,0.0,0.991999
3,27,4000,3.226179,3.226179,3.246395,0.0,0.993773
3,28,600,1.618803,1.823099,1.636537,0.11206,0.989164
3,28,1200,3.053041,3.116399,3.069175,0.020331,0.994743
3,28,1600,3.116399,3.116399,3.151901,0.0,0.988736
3,28,2500,3.219,3.219,3.242344,0.0,0.9928
3,28,4000,3.352765,3.352765,3.370047,0.0,0.994872
3,29,600,1.560585,1.778899,1.57861,0.122724,0.988582
3,29,1200,3.056989,3.130234,3.077789,0.023399,0.993242
3,29,1600,3.166846,3.166846,3.199091,-0.0,0.98992
3,29,2500,3.268897,3.268897,3.288119,-0.0,0.994154
3,29,4000,3.404231,3.404231,3.419281,-0.0,0.995598
3,30,600,1.46358,1.703983,1.503609,0.141083,0.973378
3,30,1200,3.082067,3.14651,3.085821,0.020481,0.998783
3,30,1600,3.220801,3.220801,3.247477,0.0,0.991786
3,30,2500,3.319572,3.319572,3.333851,0.0,0.995717
3,30,4000,3.453094,3.453094,3.464203,0.0,0.996793
3,31,600,1.412158,1.671895,1.457044,0.155355,0.969194
3,31,1200,3.113803,3.190586,3.113803,0.024065,1.0
3,31,1600,3.294062,3.294062,3.315987,0.0,0.993388
3,31,2500,3.392882,3.392882,3.403366,0.0,0.996919
3,31,4000,3.525641,3.525641,3.534487,0.0,0.997497
3,32,600,1.369102,1.583573,1.378372,0.135435,0.993274
3,32,1200,2.973688,3.047181,2.979366,0.024118,0.998094
3,32,1600,3.171547,3.171547,3.189876,-0.0,0.994254
3,32,2500,3.26996,3.26996,3.276601,-0.0,0.997973
3,32,4000,3.399864,3.399864,3.404909,-0.0,0.998518
3,33,600,1.333613,1.601505,1.380488,0.167276,0.966045
3,33,1200,3.088755,3.17413,3.102876,0.026897,0.995449
3,33,1600,3.342967,3.342967,3.35904,-0.0,0.995215
3,33,2500,3.449964,3.449964,3.452921,-0.0,0.999144
3,33,4000,3.580696,3.580696,3.582557,0.0,0.99948
3,34,600,1.253529,1.500525,1.272132,0.164607,0.985376
3,34,1200,3.004889,3.11601,3.019692,0.035661,0.995098
3,34,1600,3.311468,3.311468,3.3211,-0.0,0.9971
3,34,2500,3.376242,3.409668,3.408812,0.009803,0.990445
3,34,4000,3.498907,3.539806,3.538261,0.011554,0.988878
3,35,600,1.226997,1.47569,1.254153,0.168526,0.978347
3,35,1200,3.013398,3.129173,3.022691,0.036998,0.996926
3,35,1600,3.368295,3.368295,3.37403,-0.0,0.9983
3,35,2500,3.420741,3.471205,3.466179,0.014538,0.986891
3,35,4000,3.560579,3.600264,3.595539,0.011023,0.990277
3,36,600,1.17491,1.433393,1.204707,0.180329,0.975266
3,36,1200,3.035214,3.174544,3.054354,0.04389,0.993734
3,36,1600,3.486809,3.486809,3.4882,-0.0,0.999601
3,36,2500,3.536809,3.55492,3.577369,0.005095,0.988662
3,36,4000,3.67582,3.685196,3.708592,0.002544,0.991163
3,37,600,1.14122,1.399119,1.152178,0.184329,0.99049
3,37,1200,3.005123,3.13099,3.014369,0.0402,0.996933
3,37,1600,3.414852,3.436113,3.423412,0.006188,0.9975
3,37,2500,3.487263,3.503717,3.524547,0.004696,0.989422
3,37,4000,3.634634,3.634634,3.667893,-0.0,0.990932
3,38,600,1.107393,1.365031,1.108527,0.188741,0.998977
3,38,1200,3.037793,3.184212,3.05781,0.045983,0.993454
3,38,1600,3.529307,3.564514,3.529307,0.009877,1.0
3,38,2500,3.616123,3.616123,3.649265,0.0,0.990918
3,38,4000,3.761319,3.761319,3.789896,0.0,0.99246
3,39,600,0.990911,1.269146,1.002239,0.21923,0.988698
3,39,1200,2.933329,3.058207,2.943272,0.040834,0.996622
3,39,1600,3.39682,3.440265,3.40025,0.012628,0.998991
3,39,2500,3.512489,3.512489,3.540501,-0.0,0.992088
3,39,4000,3.65315,3.65315,3.676892,-0.0,0.993543
